degree,betweenness centrality,local clustering,avg neighbour degree
8.070428450982156,0.6416666666666667,0.18634052355044006,25.00000000000001
7.358284408821151,0.9416666666666668,0.20378413580719804,25.000000000000007
10.707888934235584,0.0,0.2029209279316023,25.0
10.552125787455529,0.5283333333333333,0.21477220802316788,25.000000000000007
10.25364029882723,0.61,0.19580736536396792,25.000000000000004
11.011320992508006,0.5483333333333333,0.22105756571912002,25.000000000000004
7.842261584965384,0.16333333333333333,0.1641527966326012,25.0
8.287399795717299,0.29333333333333333,0.1842978405901721,24.999999999999996
10.07371729526499,0.0,0.15753895606455764,24.999999999999996
11.502695249568674,0.0,0.1915585432148507,25.0
5.246353300826926,0.515,0.06304374595123045,25.0
7.727183692389549,0.0,0.11471787114727486,25.0
7.510450090126736,0.0,0.14124073639585832,25.000000000000004
7.093481842326683,0.016666666666666666,0.08390084661237858,24.99999999999999
-0.33296692231341046,0.8650000000000001,0.09985241454446317,25.000000000000043
7.583231917207524,0.0,0.13558137419398278,25.00000000000001
-1.9716263091203368,0.9650000000000001,0.14547086826457728,25.0
3.1774397222025477,0.7083333333333334,0.06367147621982741,24.999999999999996
4.775585928168844,0.615,0.053541876804324116,25.000000000000007
9.321782149840303,0.0,0.18639117483834583,25.0
10.484898257997964,0.0,0.18526373333107612,25.0
5.528347597879792,0.2316666666666667,0.0695524113690384,25.0
-3.3039398222784824,0.895,0.13020969484635847,25.0
6.373041019384995,0.9216666666666667,0.1975708858893055,25.000000000000004
8.281656865469925,0.5850000000000001,0.1651307602466169,25.0
3.579476744003321,0.6716666666666667,0.056827295919842036,25.0
