degree,betweenness centrality,local clustering,avg neighbour degree
12.433165703894378,0.0,0.19785864391922092,24.999999999999996
2.3574373755869282,0.925,0.0425621348457083,25.000000000000007
13.120372598793487,0.7966666666666667,0.23109874618391085,25.000000000000004
14.422785848427596,0.8883333333333334,0.24149834275257007,24.999999999999996
13.758944603300364,0.8983333333333334,0.22800110016037847,24.999999999999993
15.472608056868127,0.2566666666666667,0.24972783260048098,24.999999999999996
16.346896955099865,0.0,0.23797172844462555,25.000000000000004
16.71009870372271,0.055,0.25844692869031405,25.000000000000007
16.13687161928802,0.0016666666666666668,0.2575710307109361,24.999999999999996
16.869844115023547,0.0,0.26069866646438733,24.999999999999993
3.8982044280395423,0.7416666666666667,0.04808840497395238,24.999999999999996
4.420352305108317,0.8383333333333334,0.046493396487482325,25.0
10.039886976785608,0.0,0.14790471147313,25.000000000000007
2.143142153050363,0.8583333333333334,0.04846309222045441,25.000000000000004
16.631829079835683,0.0,0.24428927727226196,25.0
8.343053072660975,0.0,0.14589494211128057,25.000000000000007
8.117318577155647,0.016666666666666666,0.10850849814332664,25.0
6.986178452371528,0.016666666666666666,0.10152534693054935,24.999999999999996
14.240930324972044,0.0,0.22330382699478601,24.999999999999996
15.857580095368924,0.0,0.22909554039441593,24.99999999999999
15.748692706909752,0.0,0.2475478366981066,25.0
15.712957533760447,0.5483333333333333,0.25424621542578196,25.000000000000004
11.080960055608047,0.31,0.1952624485682283,25.000000000000007
0.3525922220132211,0.775,0.04570282887804726,24.999999999999975
15.878346517762898,0.0,0.23056156909211656,25.000000000000004
11.96353363871903,0.0,0.19570422534944407,25.0
